name,district,votenumber,party,age,occupation,education,page,oik,nat,lib,segment
Vilho Juntunen,12 Oulun vaalipiiri,4,Suomen Kommunistinen Puolue,61,insinööri,,https://www.facebook.com/groups/VilhoJuntunen.SKPOulunvaalipiiri/,-1.4428317971,0.0312807162,1.4294473081,Vasemmistoliberaalit
Pauli Schadrin,07 Pirkanmaan vaalipiiri,185,Suomen Kommunistinen Puolue,60,asentaja,joku muu,,-1.4255004089,-0.1512188067,0.877167467,Vasemmistoliberaalit
Juha Hämäläinen,01 Helsingin vaalipiiri,118,Suomen Kommunistinen Puolue,69,sosionomi & eläkeläinen,joku muu,http://vaalikone.yle.fi/ehdokaskone,-1.4029463971,-0.4440075379,0.7470139421,Vasemmistoliberaalit
Arjo  Suonperä,02 Uudenmaan vaalipiiri,14,Suomen Kommunistinen Puolue,69,lakimies,korkeakoulututkinto ,http://www.suonpera.tiedottaa.net,-1.3911064572,-0.1086889604,0.2113958284,Vasemmistoliberaalit
Kerstin Tuomala,13 Lapin vaalipiiri,60,Suomen Kommunistinen Puolue,67,psykologi,korkeakoulututkinto ,,-1.3757856674,-1.0453304404,0.6393917503,Vasemmistoliberaalit
Jussi-Petteri Lappi,01 Helsingin vaalipiiri,124,Suomen Kommunistinen Puolue,32,postinjakaja & talonmies,ylioppilas ,https://www.facebook.com/jussipetteri.lappi,-1.3556417441,-0.0905755399,0.9060892748,Vasemmistoliberaalit
Matti Vuorenpää,04 Satakunnan vaalipiiri,111,Suomen Kommunistinen Puolue,57,automaatioasentaja,ylioppilas ,,-1.3391385984,-1.0670329633,1.2075266175,Vasemmistoliberaalit
Tarja Puotsaari,03 Varsinais-Suomen vaalipiiri,160,Suomen Kommunistinen Puolue,55,myyjä,ammattitutkinto ,http://www.facebook.com/tarjapuotsaari,-1.3036490287,-0.6023453823,-0.1164038313,Maltillinen vasemmisto
Ako Nyman,09 Savo-Karjalan vaalipiiri,64,Suomen Kommunistinen Puolue,25,työtön,ylioppilas ,,-1.2221272278,-0.2473196142,0.6212358312,Vasemmistoliberaalit
Anni Wallenius,01 Helsingin vaalipiiri,133,Suomen Kommunistinen Puolue,27,erityiskoulunkäyntiavustaja,ylioppilas ,http://anniwallenius.blogspot.fi/,-1.201921441,-1.0972316461,1.7504328319,Vasemmistoliberaalit
Kalle Niskanen,03 Varsinais-Suomen vaalipiiri,159,Suomen Kommunistinen Puolue,25,Rap-muusikko,,https://www.facebook.com/kajoeduskuntaan,-1.1808571967,-0.6102917234,0.8001512497,Vasemmistoliberaalit
Iida Ylönen,02 Uudenmaan vaalipiiri,20,Suomen Kommunistinen Puolue,30,myyjä,korkeakoulututkinto ,http://www.facebook.com/IidaYlonenpoliitikko,-1.1440729524,-0.78934729,1.0296153755,Vasemmistoliberaalit
Reino Kolmonen,10 Vaasan vaalipiiri,85,Suomen Kommunistinen Puolue,66,Kiinteistönhoitaja,peruskoulu ,http://kolmonen.blogspot.fi/,-1.0693460008,-0.279369612,-0.0146918501,Maltillinen vasemmisto
Rita Dahl,02 Uudenmaan vaalipiiri,5,Suomen Kommunistinen Puolue,43,kirjailija,korkeakoulututkinto ,http://www.arjentola.blogspot.com,-1.0031896933,0.2727168808,1.1336006515,Vasemmistoliberaalit
Miguel López,11 Keski-Suomen vaalipiiri,92,Suomen Kommunistinen Puolue,56,Yliopistonopettaja,,https://www.facebook.com/MiguelLopezSKP,-0.9503759698,0.0549507248,0.2650435409,Vasemmistoliberaalit
Hilkka Nivukoski,12 Oulun vaalipiiri,39,Suomen Kristillisdemokraatit (KD),64,Terveydenhoitaja-sosionomi,korkeakoulututkinto ,https://www.facebook.com/pages/KD-Ehdokas-Eduskuntaan/1397336533905195?ref=aymt_homepage_panel,-1.1604838336,0.3783204701,-0.7861687443,Nationalistikonservatiivit
Tuomas Wilkman,11 Keski-Suomen vaalipiiri,14,Suomen Kristillisdemokraatit (KD),36,Vanhempi konstaapeli,ylioppilas ,http://www.facebook.com/tuomas.wilkman.kd,-0.9591815904,0.3594276696,-1.5569041594,Maltillinen vasemmisto
Kylli Kylliäinen,06 Hämeen vaalipiiri,115,Suomen Kristillisdemokraatit (KD),58,Vanginvartija,ammattitutkinto ,http://www.facebook.com/kylli.kylliainen,-0.8242937216,-0.2460361795,-0.2970484626,Maltillinen vasemmisto
Teuvo Koljonen,09 Savo-Karjalan vaalipiiri,73,Suomen Kristillisdemokraatit (KD),68,kirvesmies,,,-0.7550569189,1.4243611813,-1.4348743813,Nationalistikonservatiivit
Eero Koskela,11 Keski-Suomen vaalipiiri,7,Suomen Kristillisdemokraatit (KD),64,Pastori / opettaja,korkeakoulututkinto ,http://www.tv7.fi/vod/player/?program=9561,-0.7474785129,0.1255617587,-0.9171035195,Maltillinen vasemmisto
Riitta Haapala,07 Pirkanmaan vaalipiiri,4,Suomen Kristillisdemokraatit (KD),49,Lastentarhanopettaja & Ammatillinen opettaja/kouluttaja,korkeakoulututkinto ,http://www.riittahaapala.com,-0.7467273932,-0.3105759564,-0.2010826042,Maltillinen vasemmisto
Soili Lehti,01 Helsingin vaalipiiri,209,Suomen Kristillisdemokraatit (KD),63,Media-assistentti & eläkkeellä vuodesta 2012,joku muu,https://www.facebook.com/public/Soili-Lehti,-0.6796624968,1.0753681813,-0.3262115714,Nationalistikonservatiivit
Veli-Matti Antila,07 Pirkanmaan vaalipiiri,3,Suomen Kristillisdemokraatit (KD),53,Kartoittaja,ammattitutkinto ,http://www.velimattiantila.ehdolla.fi/,-0.6577427724,-0.661808631,-2.0090287912,Maltillinen vasemmisto
Kitti Kumpulainen,04 Satakunnan vaalipiiri,41,Suomen Kristillisdemokraatit (KD),51,Psykiatrinen sh & diakonissa & terapeutti,ylioppilas ,https://www.facebook.com/Kitti.Kumpulainen.KD,-0.5732815571,0.6706615825,-0.6500343013,Nationalistikonservatiivit
Eija Mertanen,08 Kaakkois-Suomen vaalipiiri,44,Suomen Kristillisdemokraatit (KD),54,opettaja (AMK & infratekniikka),korkeakoulututkinto ,https://mertaneneija.wordpress.com/,-0.5715938947,-0.584704558,-1.5838627319,Maltillinen vasemmisto
Vesa Kiertokari,03 Varsinais-Suomen vaalipiiri,91,Suomen Kristillisdemokraatit (KD),51,pastori & työtön työnhakija & kirk.valt.pj,korkeakoulututkinto ,http://www.kiertokari.fi,-0.5588253722,-0.1567204376,-0.8742000597,Maltillinen vasemmisto
Juha Rantalainen,08 Kaakkois-Suomen vaalipiiri,47,Suomen Kristillisdemokraatit (KD),65,lääkäri ja lehtori,korkeakoulututkinto ,http://juharantalainen.fi,-0.4686628861,-1.2596780459,-1.7405066843,Maltillinen vasemmisto
Kyösti Kytöjoki,11 Keski-Suomen vaalipiiri,8,Suomen Kristillisdemokraatit (KD),54,Suntio/ Laulaja-Evankelista.,ammattitutkinto ,,-0.3642649215,0.7161999422,-0.7721728668,Konservatiivit
Kai Similä,12 Oulun vaalipiiri,42,Suomen Kristillisdemokraatit (KD),52,luokanopettaja,korkeakoulututkinto ,https://www.facebook.com/pages/Kai-Simil%C3%A4-Eduskuntaan-2015/156303764427908?ref=bookmarks,-0.3590544497,-0.2984687487,-1.729807196,Konservatiivit
Marika Hakola,07 Pirkanmaan vaalipiiri,5,Suomen Kristillisdemokraatit (KD),36,Lapsityönohjaaja,ammattitutkinto ,http://hakolamarika.wordpress.com,-0.3450671341,0.0757209827,-0.8024670765,Maltillinen vasemmisto
Markku Vihanto,12 Oulun vaalipiiri,43,Suomen Kristillisdemokraatit (KD),71,toimitusjohtaja,korkeakoulututkinto ,http://www.lehefta.com,-0.3005684985,-0.2554681518,0.1864554498,Liberaalit
Pirkko Parjanen,08 Kaakkois-Suomen vaalipiiri,46,Suomen Kristillisdemokraatit (KD),58,osastonhoitaja,ylioppilas ,https://www.facebook.com/parjanen.pirkko?fref=nf,-0.2369639336,-0.5216978644,-0.4691589625,Maltillinen vasemmisto
Leena Rauhala,07 Pirkanmaan vaalipiiri,15,Suomen Kristillisdemokraatit (KD),73,kansanedustaja,korkeakoulututkinto ,http://www.leenarauhala.fi,-0.2046759591,0.3555131442,-1.2008236061,Konservatiivit
Leena Askeli,12 Oulun vaalipiiri,35,Suomen Kristillisdemokraatit (KD),50,erityisluokanopettaja,korkeakoulututkinto ,https://www.facebook.com/pages/Leena-Askeli-Ehdokkaana-eduskuntavaaleissa-2015/200701863397129,-0.1979012202,0.0186373913,-0.7974454975,Konservatiivit
Evelyn Hynynen,12 Oulun vaalipiiri,37,Suomen Kristillisdemokraatit (KD),53,toiminnanjohtaja,korkeakoulututkinto ,http://www.rauhanmajatalo.fi,-0.1896484984,1.0849712692,-1.926455585,Nationalistikonservatiivit
Sari Palm,08 Kaakkois-Suomen vaalipiiri,45,Suomen Kristillisdemokraatit (KD),48,Kansanedustaja & erityisopettaja,korkeakoulututkinto ,http://www.saripalm.net,-0.1414053474,-0.054761711,-1.8350595361,Konservatiivit
Liisa Ahonen,08 Kaakkois-Suomen vaalipiiri,36,Suomen Kristillisdemokraatit (KD),52,Lähihoitaja,ammattitutkinto ,http://httpp://www.123.kotisivu.fi/Lisbet,-0.1405162428,-0.2360672222,-1.3517185245,Konservatiivit
Pirkka Aalto,13 Lapin vaalipiiri,48,Suomen Kristillisdemokraatit (KD),45,biologian ja maantiedon lehtori,korkeakoulututkinto ,http://www.pirkkaaalto.fi/,-0.1318639759,-0.4413688262,-1.7001308761,Konservatiivit
Tuomo Keinänen,09 Savo-Karjalan vaalipiiri,71,Suomen Kristillisdemokraatit (KD),47,yliopistotutkija,korkeakoulututkinto ,http://www.tuomoakeinanen.net,-0.129659583,-0.5137840025,-0.7849387735,Maltillinen vasemmisto
Kimmo Holma,07 Pirkanmaan vaalipiiri,6,Suomen Kristillisdemokraatit (KD),46,Lähihoitaja,ammattitutkinto ,http://kimmoholma.123kotisivu.fi,-0.1289469097,-0.1687808558,-0.3350511934,Konservatiivit
Pirkko Häli,10 Vaasan vaalipiiri,54,Suomen Kristillisdemokraatit (KD),66,terveydenhoitaja &ensiapukouluttaja,ammattitutkinto ,https://Pirkkohali.wordpress.com,-0.1272204432,-1.1002829929,-1.2513613161,Maltillinen vasemmisto
Susanna  Koivula,02 Uudenmaan vaalipiiri,38,Suomen Kristillisdemokraatit (KD),29,Sosionomi(AMK)- kirkon nuorisotyönohjaaja,korkeakoulututkinto ,http://susannakoivula.puheenvuoro.uusisuomi.fi,-0.1087645904,0.0792824283,-1.6479467186,Maltillinen vasemmisto
Katri Fältberg,03 Varsinais-Suomen vaalipiiri,88,Suomen Kristillisdemokraatit (KD),40,sosionomi-diakoni (AMK) & kirkon nuorisotyönohjaaja,korkeakoulututkinto ,https://www.facebook.com/katakatri.faltberg,-0.0984383591,1.7914508342,-1.3252558692,Nationalistikonservatiivit
Antero Laukkanen,02 Uudenmaan vaalipiiri,42,Suomen Kristillisdemokraatit (KD),56,Pastori,,http://www.anterolaukkanen.fi,-0.096763986,-0.3720567857,-0.8516798123,Konservatiivit
Päivi Simi-Kim,01 Helsingin vaalipiiri,219,Suomen Kristillisdemokraatit (KD),36,Tiedottaja,korkeakoulututkinto ,,-0.0764431215,-0.4792873342,-0.6240379505,Konservatiivit
pentti rönkkö,02 Uudenmaan vaalipiiri,49,Suomen Kristillisdemokraatit (KD),57,Toimittaja,ylioppilas ,http://penttironkko.com,-0.0738816607,-0.0294398906,-1.1340032933,Konservatiivit
Jouko Jääskeläinen,02 Uudenmaan vaalipiiri,33,Suomen Kristillisdemokraatit (KD),63,kansanedustaja,korkeakoulututkinto ,http://www.joukojaaskelainen.com,-0.0728963052,-0.217524603,-1.4723324235,Konservatiivit
Johanna Vainila,04 Satakunnan vaalipiiri,49,Suomen Kristillisdemokraatit (KD),30,Lastentarhanopettaja/KK,korkeakoulututkinto ,http://www.johannavainila.fi,-0.0644201881,0.6320677838,-1.0320043974,Konservatiivit
Timo Räihä,06 Hämeen vaalipiiri,119,Suomen Kristillisdemokraatit (KD),61,evankelista / päihdeohjaaja,ammattitutkinto ,http://timojohannes.blogspot.com,-0.0619129848,-0.0242886251,-0.6557114711,Konservatiivit
May-Gret Axell,10 Vaasan vaalipiiri,50,Suomen Kristillisdemokraatit (KD),63,Opettaja 2. asteen koulussa.,korkeakoulututkinto ,http://maygretaxell.com,-0.0360802107,-1.3025794355,-1.6009484064,Maltillinen vasemmisto
Eva-Maija  Harjunpää,03 Varsinais-Suomen vaalipiiri,90,Suomen Kristillisdemokraatit (KD),32,sosiaalityöntekijä,korkeakoulututkinto ,http://eva-maija.fi,-0.0223326272,-0.0121306673,-1.1287521793,Konservatiivit
Tiina Tuomela,02 Uudenmaan vaalipiiri,54,Suomen Kristillisdemokraatit (KD),54,lastentautien erikoislääkäri,korkeakoulututkinto ,http://tiinatuomela.weebly.com/,-0.0038131097,0.4767204393,-0.6707971088,Konservatiivit
Jorma Harju,02 Uudenmaan vaalipiiri,29,Suomen Kristillisdemokraatit (KD),41,opettaja,korkeakoulututkinto ,http://www.jormaharju.com,0.0162451118,0.2633883344,-0.2206907478,Konservatiivit
Jaakob Happonen,01 Helsingin vaalipiiri,207,Suomen Kristillisdemokraatit (KD),58,Diplomi-insinööri & TV-tuottaja,korkeakoulututkinto ,http://www.jaakob.club,0.0227820386,0.2900424817,-0.7571036252,Konservatiivit
Petteri Hiienkoski,01 Helsingin vaalipiiri,208,Suomen Kristillisdemokraatit (KD),49,elokuva- ja tv-ilmaisun vastuuopettaja,korkeakoulututkinto ,http://petterihiienkoski.puheenvuoro.uusisuomi.fi/,0.0239981189,-0.244860399,-1.0173575334,Konservatiivit
Eija Kemppi,02 Uudenmaan vaalipiiri,36,Suomen Kristillisdemokraatit (KD),66,rehtori,korkeakoulututkinto ,http://eijakemppi.fi,0.0242373921,-0.5386390543,-1.2107840566,Konservatiivit
Esa Ruhanen,08 Kaakkois-Suomen vaalipiiri,49,Suomen Kristillisdemokraatit (KD),29,Maaseutuyrittäjä,ammattitutkinto ,http://www.tmiesaruhanen.com,0.0310284321,0.7456486771,-1.6020658303,Nationalistikonservatiivit
Mia Puolimatka,11 Keski-Suomen vaalipiiri,12,Suomen Kristillisdemokraatit (KD),44,KT & erityisopettaja & tietokirjailija & omaishoitaja,korkeakoulututkinto ,http://www.miapuolimatka.net,0.0682827978,0.801809617,-1.1868195566,Nationalistikonservatiivit
Katja Korpela,07 Pirkanmaan vaalipiiri,9,Suomen Kristillisdemokraatit (KD),43,omaishoitaja,ammattitutkinto ,http://www.katjakorpela.com,0.0702247878,-0.5695660484,-0.9631809586,Konservatiivit
Antti Kivimäki,08 Kaakkois-Suomen vaalipiiri,43,Suomen Kristillisdemokraatit (KD),47,englannin ja ruotsin opettaja/FM,korkeakoulututkinto ,https://www.facebook.com/antti.kivimaki.pol,0.0716446838,-0.1456708119,-0.0246178057,Konservatiivit
Marjut Ounila,02 Uudenmaan vaalipiiri,46,Suomen Kristillisdemokraatit (KD),50,projektikoordinaattori,korkeakoulututkinto ,http://www.facebook.com/mounila,0.0717495625,-0.7130412136,-0.5593077573,Maltillinen vasemmisto
Tommi Meronen,07 Pirkanmaan vaalipiiri,12,Suomen Kristillisdemokraatit (KD),32,Urheiluselostaja,,http://www.tommimeronen.fi,0.0753256763,0.9009282936,-0.9971815061,Konservatiivit
Juhani Laurinkari,09 Savo-Karjalan vaalipiiri,77,Suomen Kristillisdemokraatit (KD),68,Emeritusprofessori &jatkosopimuksia Suomessa ja ulkomailla,korkeakoulututkinto ,,0.1009655896,-1.3199939766,-0.2854785545,Liberaalit
Kari Tynkkynen,03 Varsinais-Suomen vaalipiiri,100,Suomen Kristillisdemokraatit (KD),49,Lähetystyöntekijä,,,0.1022468852,0.0190476454,-0.9361956976,Konservatiivit
Björn Cederberg,09 Savo-Karjalan vaalipiiri,69,Suomen Kristillisdemokraatit (KD),60,työterveyslääkäri,korkeakoulututkinto ,http://www.bjorncederberg.fi,0.1058678129,-1.0438896869,-1.5085791244,Maltillinen vasemmisto
Tarvo Laakso,07 Pirkanmaan vaalipiiri,11,Suomen Kristillisdemokraatit (KD),59,Pastori / gospelmuusikko,korkeakoulututkinto ,http://www.elisanet.fi/tarvo.laakso,0.106294343,0.4441137566,-1.2266328278,Konservatiivit
Esa Erävalo,02 Uudenmaan vaalipiiri,26,Suomen Kristillisdemokraatit (KD),61,Kristillisdemokraattisen eduskuntaryhmän poliittinen sihteeri,korkeakoulututkinto ,http://esaervalo.puheenvuoro.uusisuomi.fi,0.1166047941,-0.6205146517,-1.1460755495,Konservatiivit
Tanja Ylä-Pöntinen,10 Vaasan vaalipiiri,64,Suomen Kristillisdemokraatit (KD),36,Erityisopettaja,korkeakoulututkinto ,https://www.facebook.com/pages/Tanja-Yl%C3%A4-P%C3%B6ntinen/630732107053704,0.1179328869,-0.429156932,-1.3136888708,Konservatiivit
Ina Kuula,02 Uudenmaan vaalipiiri,40,Suomen Kristillisdemokraatit (KD),52,visuaalinen markkinoija,korkeakoulututkinto ,http://www.facebook.com/eduskuntavaaliehdokas2015inakuula,0.1187651782,-0.4126280742,-1.3144047282,Konservatiivit
Auli Happonen,02 Uudenmaan vaalipiiri,28,Suomen Kristillisdemokraatit (KD),51,Kuntohoitaja,ammattitutkinto ,http://www.auli.club,0.1282992506,0.3141106481,-0.8480567066,Konservatiivit
Kyllikki Malkki,02 Uudenmaan vaalipiiri,43,Suomen Kristillisdemokraatit (KD),65,Suurtaloustyönjohtaja,ammattitutkinto ,http://kyllinkyydissa.blogspot.com,0.1425408695,0.6048372091,-1.2062573122,Konservatiivit
Heimo Hokkanen,10 Vaasan vaalipiiri,53,Suomen Kristillisdemokraatit (KD),65,Faktori,ammattitutkinto ,http://www.heimohokkanen.fi,0.1437685758,0.4404144175,-1.3617157357,Konservatiivit
Jari Pulkkinen,03 Varsinais-Suomen vaalipiiri,93,Suomen Kristillisdemokraatit (KD),55,Päihde/kuntoutusohjaaja & vastaava ohjaaja,ammattitutkinto ,https://www.facebook.com/pages/Jari-Pulkkinen-poliitikko/542637455870723?ref=hl,0.1444100634,0.068855342,-0.8906850931,Konservatiivit
Markku Saarinen,03 Varsinais-Suomen vaalipiiri,96,Suomen Kristillisdemokraatit (KD),59,Lastenohjaaja/pienyrittäjä,peruskoulu ,,0.1468102191,0.4808018162,-1.1358720908,Konservatiivit
Jan-Henrik Merihonka,11 Keski-Suomen vaalipiiri,11,Suomen Kristillisdemokraatit (KD),42,Tekninen kirjoittaja & vapaa-aikana kirjailija,korkeakoulututkinto ,http://merihonka.com,0.1505860544,1.1625396617,-2.1793127099,Nationalistikonservatiivit
Hilla Ryösö,08 Kaakkois-Suomen vaalipiiri,50,Suomen Kristillisdemokraatit (KD),20,4h-yrittäjä,ylioppilas ,http://hillaryoso.com/,0.1700940536,-0.5320982854,-1.0223712854,Konservatiivit
Kari Lahti,11 Keski-Suomen vaalipiiri,9,Suomen Kristillisdemokraatit (KD),57,Järjestötyöntekijä / Projektipäällikkö,ammattitutkinto ,https://www.facebook.com/kari.lahti.9,0.1759845508,-0.4294962579,-0.8490767053,Konservatiivit
Riitta Kuismanen,07 Pirkanmaan vaalipiiri,10,Suomen Kristillisdemokraatit (KD),55,Sosiaali- ja terveydenhuollon opettaja,korkeakoulututkinto ,http://www.riittakuismanen.fi,0.1786288321,0.6489312228,-1.1399848739,Konservatiivit
Jukka Mäkinen,04 Satakunnan vaalipiiri,44,Suomen Kristillisdemokraatit (KD),52,Yrittäjä,korkeakoulututkinto ,,0.1789627892,0.1349300074,-0.4940681937,Konservatiivit
Marika Visakorpi,11 Keski-Suomen vaalipiiri,15,Suomen Kristillisdemokraatit (KD),45,kihlakunnansyyttäjä,korkeakoulututkinto ,http://www.visakorpi.net,0.1914057913,0.3972205712,-1.3666180204,Konservatiivit
Maija Silvennoinen,09 Savo-Karjalan vaalipiiri,82,Suomen Kristillisdemokraatit (KD),36,Sosiaalialan ohjaaja,ammattitutkinto ,http://www.maijasilvennoinen.com,0.1918826701,-0.180133591,-2.2089412787,Konservatiivit
Juhani Räsänen,07 Pirkanmaan vaalipiiri,17,Suomen Kristillisdemokraatit (KD),64,kappalainen,korkeakoulututkinto ,http://www.juhanirasanen.fi,0.1983740349,0.3472906112,-0.9817486664,Konservatiivit
Jari Viherlampi,03 Varsinais-Suomen vaalipiiri,102,Suomen Kristillisdemokraatit (KD),55,Kiinteistönvälittäjä,ammattitutkinto ,https://www.facebook.com/JariViherlampiEduskuntaan,0.205897168,-0.2153209083,-1.3072795744,Konservatiivit
Veijo Kilpeläinen,08 Kaakkois-Suomen vaalipiiri,42,Suomen Kristillisdemokraatit (KD),49,Liikunnan lehtori,korkeakoulututkinto ,http://veijokilpelainen.wordpress.com,0.2147185454,0.1576737492,-0.8509394925,Konservatiivit
Markku Kujanpää,09 Savo-Karjalan vaalipiiri,74,Suomen Kristillisdemokraatit (KD),64,it-insinööri,joku muu,http://www.markkukujanpaa.net,0.2257081184,0.4793126579,-0.7678148439,Konservatiivit
Asmo Maanselkä,11 Keski-Suomen vaalipiiri,10,Suomen Kristillisdemokraatit (KD),33,Puoluesihteeri,korkeakoulututkinto ,http://asmomaanselka.com/,0.2354970911,0.4750544575,-1.7455529756,Konservatiivit
Sirpa Pursiainen,07 Pirkanmaan vaalipiiri,14,Suomen Kristillisdemokraatit (KD),35,YTM & Sosiaali- ja terveysalan opettaja,korkeakoulututkinto ,https://sirpapursiainen.wordpress.com,0.2649179479,0.9852105382,-1.4352478709,Nationalistikonservatiivit
Ida Anna-Liisa Punto,10 Vaasan vaalipiiri,59,Suomen Kristillisdemokraatit (KD),37,terveyskeskuslääkäri  hälsocentralläkare,,,0.2880543724,-0.8366194315,-1.3808969276,Konservatiivit
Mika Tervakangas,04 Satakunnan vaalipiiri,47,Suomen Kristillisdemokraatit (KD),23,taloushallinnon merkonomi & teologian opiskelija,ylioppilas ,https://www.facebook.com/mika.tervakangas.9,0.2929483366,-0.6739485763,-1.2322765679,Konservatiivit
Sari Mäkimattila,01 Helsingin vaalipiiri,212,Suomen Kristillisdemokraatit (KD),49,erikoislääkäri,korkeakoulututkinto ,http://www.kristillisdemokraatit.com/sarimakimattila/,0.3007952738,0.7799780689,-1.3961766055,Konservatiivit
Aira Korhonen,11 Keski-Suomen vaalipiiri,6,Suomen Kristillisdemokraatit (KD),62,sisätautien ja geriatrian erikoislääkäri,korkeakoulututkinto ,https://airaekorhonen.wordpress.com,0.3018128534,-0.1209461918,-0.992522369,Konservatiivit
Kimmo Rantanen,10 Vaasan vaalipiiri,60,Suomen Kristillisdemokraatit (KD),53,rehtori,korkeakoulututkinto ,http://www.kimmorantanen.fi,0.3029980572,0.4912199114,-1.5000128301,Konservatiivit
Raino Hannula,03 Varsinais-Suomen vaalipiiri,89,Suomen Kristillisdemokraatit (KD),63,Kirvesmies,korkeakoulututkinto ,https://rainohannula57dotcom.wordpress.com/,0.3039693648,1.3847875645,-0.8135484422,Konservatiivit
Helena Lahtinen,10 Vaasan vaalipiiri,56,Suomen Kristillisdemokraatit (KD),55,terveydenhoitaja,korkeakoulututkinto ,http://www.helenalahtinen@net,0.306825082,0.7493236274,-1.165542076,Konservatiivit
Risto Torpo,04 Satakunnan vaalipiiri,48,Suomen Kristillisdemokraatit (KD),71,diplomi-insinööri & yrittäjä,korkeakoulututkinto ,,0.3240850951,-0.2358311844,-1.0795679674,Konservatiivit
Päivi Kähkönen,09 Savo-Karjalan vaalipiiri,76,Suomen Kristillisdemokraatit (KD),52,sairaanhoitaja,korkeakoulututkinto ,http://paivikahkonen.wordpress.com,0.3258887161,0.7885846729,-1.6771022497,Nationalistikonservatiivit
Jussi Mikkonen ,09 Savo-Karjalan vaalipiiri,78,Suomen Kristillisdemokraatit (KD),20,Amk yhteisöpedagogi opiskelija,ylioppilas ,http://jussimikkonen.com,0.330886868,-0.1778689871,-0.7456485373,Konservatiivit
Pirjo Raunio,07 Pirkanmaan vaalipiiri,16,Suomen Kristillisdemokraatit (KD),48,koulutuspäällikkö,korkeakoulututkinto ,http://www.pirjoraunio.com,0.3316742866,-0.3817911573,-1.6686564825,Konservatiivit
Urpo Andström,02 Uudenmaan vaalipiiri,22,Suomen Kristillisdemokraatit (KD),59,Diakoniatyö,ammattitutkinto ,https://upaandstrom.wordpress.com,0.34550598,0.6130550006,-1.0106474355,Konservatiivit
Mika Setälä,07 Pirkanmaan vaalipiiri,18,Suomen Kristillisdemokraatit (KD),47,lehtori,korkeakoulututkinto ,https://www.facebook.com/mika.setala1,0.3493774334,-0.4007928086,-1.0141401608,Konservatiivit
Henry Määttä,09 Savo-Karjalan vaalipiiri,79,Suomen Kristillisdemokraatit (KD),35,Talonrakentaja /ylioppilas,ylioppilas ,http://www.henrymaatta.fi,0.3846697169,0.0338252249,-0.8980743305,Konservatiivit
Saara Tikkakoski,10 Vaasan vaalipiiri,62,Suomen Kristillisdemokraatit (KD),60,erityisopettaja,korkeakoulututkinto ,https://saaratikkakoski.wordpress.com,0.3916345168,-0.2100585796,-1.0273040859,Konservatiivit
Teija Arvidsson,06 Hämeen vaalipiiri,110,Suomen Kristillisdemokraatit (KD),53,Luokanopettaja,korkeakoulututkinto ,http://www.teijahelina.net/,0.3934780523,0.5020343777,-1.1149406175,Konservatiivit
Rami Sipilä,11 Keski-Suomen vaalipiiri,13,Suomen Kristillisdemokraatit (KD),43,Teknisen työn opettaja,korkeakoulututkinto ,http://www.ramisipila.com,0.3939229371,-0.4112415765,-2.2121763862,Konservatiivit
Kirsi Timonen,06 Hämeen vaalipiiri,122,Suomen Kristillisdemokraatit (KD),50,Lääkäri,korkeakoulututkinto ,http://kirsitimonen.wordpress.com,0.405892844,0.439294625,-0.6786003904,Konservatiivit
Håkan Westergård,03 Varsinais-Suomen vaalipiiri,103,Suomen Kristillisdemokraatit (KD),67,Mediavaikuttaja & Pastori,,,0.4085494482,-0.1959655939,-0.6856240312,Konservatiivit
Maria Hanhisalo,10 Vaasan vaalipiiri,51,Suomen Kristillisdemokraatit (KD),48,Toimitusjohtaja,joku muu,http://www.kd.fi/mariahanhisalo,0.4097969022,0.0017415694,-1.2294537146,Konservatiivit
Leena Kaartinen,06 Hämeen vaalipiiri,113,Suomen Kristillisdemokraatit (KD),73,lastenlääkäri,korkeakoulututkinto ,https://www.facebook.com/leena.m.kaartinen,0.4109709842,-0.6381322168,-0.3331133702,Konservatiivit
Olli Sjöholm,04 Satakunnan vaalipiiri,45,Suomen Kristillisdemokraatit (KD),32,yrittäjä & suntio,,,0.4294675795,0.6856851598,-0.9471965238,Konservatiivit
Pertti Vallittu,03 Varsinais-Suomen vaalipiiri,101,Suomen Kristillisdemokraatit (KD),55,Pastori & nuorisotyöntekijä,ammattitutkinto ,http://www.vallittu.net,0.4551913429,0.3083579723,-1.4348351142,Konservatiivit
Mirja Pöhö,06 Hämeen vaalipiiri,118,Suomen Kristillisdemokraatit (KD),65,talous- ja hallintojohtaja & KTM,korkeakoulututkinto ,http://www.mirjapoho.com,0.4606707876,-0.0052530123,-1.0260756396,Konservatiivit
Teuvo V. Riikonen,08 Kaakkois-Suomen vaalipiiri,48,Suomen Kristillisdemokraatit (KD),54,Toiminnanjohtaja,korkeakoulututkinto ,http://www.teuvovriikonen.fi,0.4717296233,-0.7092791281,-1.8870776232,Konservatiivit
Soili Norro,02 Uudenmaan vaalipiiri,44,Suomen Kristillisdemokraatit (KD),46,kieltenopettaja,korkeakoulututkinto ,http://soilinorro.blogspot.fi,0.4755828921,-0.2899071266,-1.5840105601,Konservatiivit
Tarja Turunen,08 Kaakkois-Suomen vaalipiiri,52,Suomen Kristillisdemokraatit (KD),34,Myyntiassistentti,,http://www.tarjaturunen.fi,0.4773110989,0.6827007428,-1.6194572237,Nationalistikonservatiivit
