vaalipiiri;id;sukunimi;etunimi;puolue;ikä;sukupuoli;Ammatti;Koulutus;Talousoikeistolaisuus;Nationalismikonservatiivisuus;Arvoliberaalius;Segmentit
04 Satakunnan vaalipiiri;5721;Hautala;Päivi-Maria;Suomen Keskusta;58;F;Hyvinvointialan opettaja, kuvataideterapeutti;korkeakoulututkinto;-,580287111197592;-,371810604272753;-,466800960928622;5
08 Kaakkois-Suomen vaalipiiri;6025;Heikkilä;Markku;Suomen Keskusta;45;M;yrittäjä;korkeakoulututkinto;,193523339326221;,970554319984104;-,0188233459408758;2
09 Savo-Karjalan vaalipiiri;5091;Heikkinen;Hannakaisa;Suomen Keskusta;40;F;maatalousyrittäjä;korkeakoulututkinto;,571807666676755;-,279905864165792;-,435571718988776;1
02 Uudenmaan vaalipiiri;5891;Helkkula;Vesa;Suomen Keskusta;56;M;toimitusjohtaja , yrittäjä;korkeakoulututkinto; ; ; ; 
01 Helsingin vaalipiiri;4608;Hietalahti;Niina;Suomen Keskusta;40;F;elintarvikealan asiantuntija, yrittäjä;korkeakoulututkinto;,621830641824614;,0322288031974458;1,06049522343595;4
02 Uudenmaan vaalipiiri;5310;Hirvaskoski;Johannes;Suomen Keskusta;47;M;lakimies;korkeakoulututkinto;,126400109082154;,940957397707367;-,190231844374429;1
07 Pirkanmaan vaalipiiri;4792;Holma;Hanna;Suomen Keskusta;37;F;Sosiaali- ja terveysalan yrittäjä; ;,892055340337974;,075724622398214;-,668233443551783;1
11 Keski-Suomen vaalipiiri;4740;Honkonen;Petri;Suomen Keskusta;27;M;Historian ja yhteiskuntaopin opettaja;korkeakoulututkinto; ; ; ; 
09 Savo-Karjalan vaalipiiri;5105;Hoskonen;Hannu;Suomen Keskusta;57;M;metsätalousinsinööri;ylioppilas;-1,2775786625523;1,45545047654322;-1,09586950361993;2
11 Keski-Suomen vaalipiiri;6081;Hovila;Sari;Suomen Keskusta;0;F; ; ; ; ; ; 
04 Satakunnan vaalipiiri;4952;Huhtanen;Tapio;Suomen Keskusta;56;M;Everstiluutnantti evp;korkeakoulututkinto;,795341767752382;,61666299341579;-,54158112693399;2
03 Varsinais-Suomen vaalipiiri;5255;Huittinen;Ulla;Suomen Keskusta;53;F;maatalousyrittäjä, psyk. toimintaterapeutti;joku muu;1,03391971126829;,0467143327102599;-,197156549325628;1
01 Helsingin vaalipiiri;5277;Huttula;Tapio;Suomen Keskusta;51;M;Korkeakoulun rehtori;korkeakoulututkinto;-,453800534548204;-,720879587075941;-,390050358720801;5
09 Savo-Karjalan vaalipiiri;5092;Huttunen;Hanna;Suomen Keskusta;45;F;yrittäjä;korkeakoulututkinto;,612798797573048;1,0502620667869;,031709224121063;1
04 Satakunnan vaalipiiri;5203;Ihamäki;Pirita;Suomen Keskusta;40;F;Konseptisuunnittelija;korkeakoulututkinto; ; ; ; 
11 Keski-Suomen vaalipiiri;5589;Ikkelä-Koski;Tuulia;Suomen Keskusta;49;F;oppimispäällikkö;korkeakoulututkinto;,546860616409397;-,349714146028585;-,220399376801286;1
03 Varsinais-Suomen vaalipiiri;5189;Ikonen;Mauri;Suomen Keskusta;61;M;Everstiluutnantti evp, taksin kuljettaja;korkeakoulututkinto;,532407040662877;-,0877835482303886;-,047582511906282;1
02 Uudenmaan vaalipiiri;5896;Isberg;Jeppe;Suomen Keskusta;0;M; ; ; ; ; ; 
04 Satakunnan vaalipiiri;4985;Jalonen;Vesa;Suomen Keskusta;48;M;Kyläkoulun rehtori;korkeakoulututkinto;-,133230344311459;,26738058427145;-,0535750507964009;1
12 Oulun vaalipiiri;5768;Jarva;Marisanna;Suomen Keskusta;33;F;Yrittäjä;korkeakoulututkinto;-,311339704625157;,473033639749533;-,953697566877559;1
04 Satakunnan vaalipiiri;5960;Juhantalo;Kauko;Suomen Keskusta;72;M; ; ; ; ; ; 
02 Uudenmaan vaalipiiri;5747;Kaikkonen;Antti;Suomen Keskusta;41;M;kansanedustaja;korkeakoulututkinto;,741144932316893;,553668804888588;,0220804191913121;1
04 Satakunnan vaalipiiri;5957;Kalli;Timo;Suomen Keskusta;0;M; ; ; ; ; ; 
06 Hämeen vaalipiiri;4553;Kalliomaa;Antti;Suomen Keskusta;38;M;Pääsihteeri;joku muu; ; ; ; 
03 Varsinais-Suomen vaalipiiri;5942;Kallonen;Kalevi;Suomen Keskusta;54;M;Maanviljelijä;ammattitutkinto;,0780707706825972;,809114776459195;-,743024267481043;1
11 Keski-Suomen vaalipiiri;5227;Kalmari;Anne;Suomen Keskusta;46;F;Kansanedustaja;korkeakoulututkinto;,247762880501729;,82796333909887;-,288250442087686;1
01 Helsingin vaalipiiri;5417;Kananen;Johannes;Suomen Keskusta;35;M;Yliopistonlehtori;korkeakoulututkinto;-1,22989552839132;-1,32028965985345;,354421243158911;3
04 Satakunnan vaalipiiri;5959;Kankkonen;Taru;Suomen Keskusta;36;F;Insinööri, prosessitekniikka;korkeakoulututkinto; ; ; ; 
09 Savo-Karjalan vaalipiiri;5069;Kanniainen;Aino;Suomen Keskusta;53;F;VET Psykoterapeutti, psykiatrian sairaanhoitaja;ammattitutkinto;-,741507530732582;,597667339959765;-,430804184017941;2
02 Uudenmaan vaalipiiri;5855;Kantola;Iikka;Suomen Keskusta;26;M;Yrittäjä, europarlamentaarikon avustaja; ; ; ; ; 
04 Satakunnan vaalipiiri;4930;Kantola;Juha;Suomen Keskusta;35;M;maanmittausinsinööri (AMK);korkeakoulututkinto;-,6534209564174;-,4486190808511;-1,11572320117116;5
02 Uudenmaan vaalipiiri;4787;Karjalainen;Pirkko;Suomen Keskusta;65;F;toiminnanjohtaja (eläkkeellä);korkeakoulututkinto; ; ; ; 
03 Varsinais-Suomen vaalipiiri;5106;Karjalainen;Riitta;Suomen Keskusta;55;F;vanhuskeskuksen johtaja;korkeakoulututkinto;-,101461293156591;,41383806269795;,43132250471161;1
09 Savo-Karjalan vaalipiiri;4902;Katainen;Elsi;Suomen Keskusta;48;F;Kansanedustaja;korkeakoulututkinto;,168833246965686;,0120283661070901;-,0522374268100112;1
06 Hämeen vaalipiiri;4698;Kaunisto;Timo;Suomen Keskusta;52;M;Maatalousyrittäjä, agronomi;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5899;Kekkonen;Ilmari;Suomen Keskusta;0;M;metallialan yrittäjä;joku muu;,818393214293395;-,00949953721187526;-,287182572616698;1
02 Uudenmaan vaalipiiri;5009;Kelkka;Teemu;Suomen Keskusta;29;M;Kartoittaja;ammattitutkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5640;Kemell;Ann-Mari;Suomen Keskusta;38;F;Erityisasiantuntija, valtiovarainministeriö;korkeakoulututkinto;,709870177716483;-,744331973256356;-,478779570448808;1
11 Keski-Suomen vaalipiiri;4598;Kemppainen;Ilkka;Suomen Keskusta;46;M;Toimitusjohtaja; ; ; ; ; 
02 Uudenmaan vaalipiiri;5470;Kemppainen;Katariina;Suomen Keskusta;39;F;professori;korkeakoulututkinto; ; ; ; 
06 Hämeen vaalipiiri;5728;Kemppi;Hilkka;Suomen Keskusta;26;F;Keskustan Opiskelijaliiton puheenjohtaja;korkeakoulututkinto;,394182202231527;-,19897752019102;-,0180649460873339;1
12 Oulun vaalipiiri;6113;Keränen;Niilo;Suomen Keskusta;64;M;Yleislääketieteen erikoislääkäri, lääkintöneuvos;korkeakoulututkinto;-,221228354867;-,889672866699205;-1,16516811337177;5
01 Helsingin vaalipiiri;5034;Kettunen;Anne;Suomen Keskusta;38;F;koulutuspoliittinen asiantuntija;korkeakoulututkinto;,763607357823995;-,858497989335571;,41220067331223;4
12 Oulun vaalipiiri;6114;Kettunen;Tuomas;Suomen Keskusta;27;M; ;ylioppilas;,0668949079469585;,493834740975068;,342748943649634;1
07 Pirkanmaan vaalipiiri;4876;Kiili;Kalle;Suomen Keskusta;32;M;tuotekehitysinsinööri, ylempien toimihenkilöiden luottamushenkilö;korkeakoulututkinto;-,0766722393250973;,864203659160938;,738330533317841;2
02 Uudenmaan vaalipiiri;5668;Kilpeläinen;Antti;Suomen Keskusta;47;M;Virkamies;ylioppilas; ; ; ; 
09 Savo-Karjalan vaalipiiri;5148;Kivelä;Antti;Suomen Keskusta;48;M;apulaisylilääkäri;korkeakoulututkinto;,420221677142803;,492291150191185;-,291348630775268;1
03 Varsinais-Suomen vaalipiiri;5274;Kiviranta;Esko;Suomen Keskusta;64;M;kansanedustaja, maanviljelijä;korkeakoulututkinto;-,252445320632091;,41365069673487;-,71132011844113;1
10 Vaasan vaalipiiri;5202;Kivisaari;Pasi;Suomen Keskusta;43;M;rehtori;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5800;Kivivuori;Esa;Suomen Keskusta;61;M;Valokuvaaja, ark.yo;ylioppilas;,675128877492954;,0808495694913681;,346266529524202;6
01 Helsingin vaalipiiri;4941;Kolbe;Laura;Suomen Keskusta;57;F;Professori, tietokirjailija;korkeakoulututkinto;-,146924994411017;-1,17409836089662;,232024442524413;4
02 Uudenmaan vaalipiiri;4243;Kontro;Lauri;Suomen Keskusta;61;M;erityisasiantuntija;korkeakoulututkinto;,5475710033998;,13666262121489;-,342563461074058;1
12 Oulun vaalipiiri;5199;Korhonen;Timo;Suomen Keskusta;55;M;kansanedustaja;joku muu;,372860416194654;-,0619250391608472;-,085379583041058;1
04 Satakunnan vaalipiiri;5005;Korkeaoja;Juha;Suomen Keskusta;65;M;Agronomi, maanviljelijä, hallituksen pj;korkeakoulututkinto;,191280669997553;,369573975278163;-,473632912371074;1
07 Pirkanmaan vaalipiiri;6006;Koskela;Laila;Suomen Keskusta;0;F; ; ; ; ; ; 
11 Keski-Suomen vaalipiiri;5297;Koskinen;Satu;Suomen Keskusta;47;F;Maatalousyrittäjä;joku muu;,566026342478875;,375963523854057;-1,34981583496182;2
08 Kaakkois-Suomen vaalipiiri;5562;Kosonen;Hanna;Suomen Keskusta;39;F;Yrittäjä, liikunta- ja kulttuurialan asiantuntija;korkeakoulututkinto;,0875912995713634;-,861110883595492;,215583005862318;4
02 Uudenmaan vaalipiiri;5501;kosonen;jyrki;Suomen Keskusta;0;M;maatalousyrittäjä, ammattikoulun opettaja;ammattitutkinto;,42307503250909;,0831814632800182;-,163579849713126;1
07 Pirkanmaan vaalipiiri;5158;Kuisma;Juha;Suomen Keskusta;59;M;tietokirjailija;korkeakoulututkinto;,312636320528378;-,36826648586531;-,656479398292305;1
10 Vaasan vaalipiiri;5210;Kujala;Sari;Suomen Keskusta;41;F;MEP Anneli Jäätteenmäen kotimaan avustaja, yrittäjä;korkeakoulututkinto;1,27612529334644;,0548051500196405;,103248800757054;6
03 Varsinais-Suomen vaalipiiri;5378;Kulmala;Viktoria;Suomen Keskusta;47;F;kulttuurituottaja;korkeakoulututkinto; ; ; ; 
13 Lapin vaalipiiri;4448;Kulmuni;Katri;Suomen Keskusta;27;F;yrityskoordinaattori;korkeakoulututkinto;-,0364963209605834;,384026440249653;-,584846735279989;1
08 Kaakkois-Suomen vaalipiiri;5797;Kuokka;Vappu;Suomen Keskusta;33;F;kielten tuntiopettaja; ;,441225956465837;,295098242780413;-,398727865327191;1
02 Uudenmaan vaalipiiri;5262;Kuokkanen;Jasi;Suomen Keskusta;35;M;Työsuojelupäällikkö;korkeakoulututkinto;,76983917282022;,282398356639434;-1,08107766159171;1
13 Lapin vaalipiiri;5218;Kurula;Timo;Suomen Keskusta;49;M;opettaja;korkeakoulututkinto;,0390484774664264;-,202541346354829;-,135965689770189;1
10 Vaasan vaalipiiri;5355;Kurvinen;Antti;Suomen Keskusta;28;M;Lakimies asianajotoimistossa, oikeustieteen maisteri;korkeakoulututkinto;,479514521077256;,782137142684444;,985161508466477;2
03 Varsinais-Suomen vaalipiiri;5944;Kurvinen;Jani Johannes;Suomen Keskusta;42;M; ;joku muu;,759554765562478;1,01828025126789;,0642186578611382;1
07 Pirkanmaan vaalipiiri;5695;Kärkelä;Pilvi;Suomen Keskusta;42;F;kirjanpitäjä;ammattitutkinto;,652415696484153;,164608021521885;-,615164261480157;1
13 Lapin vaalipiiri;5037;Kärnä;Mikko;Suomen Keskusta;34;M;kunnanjohtaja;korkeakoulututkinto;,67227698364711;1,37403587070339;,623527571926109;2
09 Savo-Karjalan vaalipiiri;5248;Kääriäinen;Seppo;Suomen Keskusta;0;M;Kansanedustaja;korkeakoulututkinto; ; ; ; 
11 Keski-Suomen vaalipiiri;5048;Könttä;Joonas;Suomen Keskusta;25;M;Europarlamentaarikon erityisavustaja;korkeakoulututkinto; ; ; ; 
01 Helsingin vaalipiiri;5027;Laaninen;Timo;Suomen Keskusta;60;M;Puoluesihteeri; ; ; ; ; 
07 Pirkanmaan vaalipiiri;5023;Lamberg;Monica;Suomen Keskusta;25;F; ;korkeakoulututkinto; ; ; ; 
07 Pirkanmaan vaalipiiri;6002;Lamminmäki;Ari;Suomen Keskusta;56;M;Liikenneyrittäjä;ammattitutkinto;,659212629949871;,561485503394415;-,359945774151159;1
07 Pirkanmaan vaalipiiri;5327;Lampi;Santeri;Suomen Keskusta;25;M; ;korkeakoulututkinto;,249553704830579;-,196328082802995;-,0417532436017754;1
02 Uudenmaan vaalipiiri;4671;Lankia;Outi;Suomen Keskusta;35;F;ympäristöninsinööri;korkeakoulututkinto; ; ; ; 
01 Helsingin vaalipiiri;5703;Latikka;Timo;Suomen Keskusta;43;M;Suomen Ilmailuliiton toiminnanjohtaja;korkeakoulututkinto; ; ; ; 
08 Kaakkois-Suomen vaalipiiri;5036;Laukkanen;Markku;Suomen Keskusta;64;M;toimittaja;korkeakoulututkinto;,672206993743726;,383301490104657;-,272422097201735;1
10 Vaasan vaalipiiri;5579;Lehtimäki;Esko;Suomen Keskusta;54;M;Koulutusjohtaja, maanviljelijä;korkeakoulututkinto;,42450815033745;,741388742592185;-,627974672388324;1
02 Uudenmaan vaalipiiri;5273;Lehtimäki;Jukka;Suomen Keskusta;36;M;Opettaja;korkeakoulututkinto;,556203415340919;,667614952599682;-,137050294785586;1
06 Hämeen vaalipiiri;5483;Lehtinen;Rami;Suomen Keskusta;39;M;vanhempi konstaapeli;korkeakoulututkinto;-,0572370172090107;,999312755515858;,33673012399514;2
01 Helsingin vaalipiiri;5309;Lehtomäki;Paula;Suomen Keskusta;42;F;kansanedustaja;korkeakoulututkinto;,227513771897799;-,00922552161596479;-,302057037894091;1
11 Keski-Suomen vaalipiiri;5459;Lehtomäki;Pertti;Suomen Keskusta;60;M;metsäkoneyrittäjä/toimitusjohtaja;peruskoulu;,925624298800292;,332516995497056;-,0302683294011803;1
06 Hämeen vaalipiiri;5978;Lehtosalo-Lönnberg;Eevakaisa;Suomen Keskusta;42;F;opettaja;ylioppilas;,990333419600142;,197259191485466;-,208574909067585;1
12 Oulun vaalipiiri;5429;Leiviskä;Matti;Suomen Keskusta;30;M;Historian tohtorikoulutettava;korkeakoulututkinto;-,0425880495871718;-,054599162193123;-,0126824513441738;1
10 Vaasan vaalipiiri;4500;Lemponen;Juha;Suomen Keskusta;51;M;Yrittäjä, myyntijohtaja;peruskoulu; ; ; ; 
08 Kaakkois-Suomen vaalipiiri;5000;Leppä;Jari;Suomen Keskusta;55;M; ; ;,633450900943152;,274370930633666;-,765664046471831;1
10 Vaasan vaalipiiri;5513;Lintilä;Mika;Suomen Keskusta;49;M;Kansanedustaja;korkeakoulututkinto;,228568593325374;,17841101717763;-,521652948837573;1
13 Lapin vaalipiiri;4788;Lohi;Markus;Suomen Keskusta;42;M;Kansanedustaja;korkeakoulututkinto;,487701776402106;-,307253741098572;-,37225962979209;1
13 Lapin vaalipiiri;4555;Maijala;Eeva-Maria;Suomen Keskusta;47;F;agrologi, varatuomari, maa- ja porotilan emäntä;korkeakoulututkinto;,277552881771266;1,02606686481717;-,159433985659262;1
01 Helsingin vaalipiiri;4673;Majuri;Anne;Suomen Keskusta;48;F;Yrittäjä;korkeakoulututkinto;,660475300843888;,141904443092627;-,133660402925481;1
06 Hämeen vaalipiiri;4268;Malmiharju;Tapio;Suomen Keskusta;62;M;maaseutuyrittäjä;ammattitutkinto;,684409650858097;,730024425690253;-,638791613144999;1
09 Savo-Karjalan vaalipiiri;5654;Markkanen;Sallamaarit;Suomen Keskusta;26;F;Erityisavustaja, yhteiskuntatieteiden yo, tradenomi;korkeakoulututkinto;1,50568947762248;,0745321678438296;-,506531656603863;6
13 Lapin vaalipiiri;5467;Martimo;Sauli;Suomen Keskusta;52;M;johtaja;ammattitutkinto;,597890266124663;-,612004403395763;,554142306245816;4
12 Oulun vaalipiiri;6112;Mattila;Hanna-Leena;Suomen Keskusta;46;F;historian ja suomen kielen lehtori;korkeakoulututkinto;,469592556186471;,645575712376661;-,541079424089602;1
11 Keski-Suomen vaalipiiri;5717;Mattila;Samuli;Suomen Keskusta;18;M;Lähihoitaja-opiskelija; ;,35877360851646;,396688189640546;-,753412344683924;1
02 Uudenmaan vaalipiiri;4747;Merihaara;Olavi;Suomen Keskusta;48;M;komisario; ;,760115823117258;,263867340161438;-,353604532870106;1
02 Uudenmaan vaalipiiri;4595;Metsäkivi;Sari;Suomen Keskusta;47;F;Ã„idinkielen ja kirjallisuuden opettaja;korkeakoulututkinto;,224383754718;-,0176798497827487;-,293739314341091;1
10 Vaasan vaalipiiri;6050;Mieto;Juha;Suomen Keskusta;65;M;Yrittäjä-maanviljelijä; ;-,302453986273606;,461752939511681;-,626823641518424;1
13 Lapin vaalipiiri;5488;Miettunen;Anni;Suomen Keskusta;50;F;aikuiskoulutusjohtaja;korkeakoulututkinto;-,521127433447197;,277389937356063;-,219983080339947;5
01 Helsingin vaalipiiri;5041;Mohamed;Abdirahim Husu Hussein;Suomen Keskusta;36;M;Yhteisöpedagogi/Toimittaja;korkeakoulututkinto;,0638529181036089;-,726606244942524;,0722287547395922;4
07 Pirkanmaan vaalipiiri;5985;Moilanen;Raija;Suomen Keskusta;61;F;erityisasiantuntija, sairaanhoitaja, perushoitaja;korkeakoulututkinto;,373116712112399;-,234784343438621;-,71556222097197;1
12 Oulun vaalipiiri;5468;Moilanen;Riikka;Suomen Keskusta;44;F;toimitusjohtaja; ; ; ; ; 
09 Savo-Karjalan vaalipiiri;4319;Musikka;Sinikka;Suomen Keskusta;55;F;perushoitaja/puutarhuri.AMK sairhoitaja toukokuu-15;korkeakoulututkinto; ; ; ; 
09 Savo-Karjalan vaalipiiri;6040;Mustonen;Juha;Suomen Keskusta;57;M;ylilääkäri;korkeakoulututkinto;,050269798982965;-,208594429632606;-,34746016810222;5
03 Varsinais-Suomen vaalipiiri;4867;Myllymäki;Pekka;Suomen Keskusta;55;M;Aurinkoenergian tuottaja, maanviljelijä ja EU-asiantuntija;korkeakoulututkinto;,495396469268629;,0711933151315139;-,336517104491402;1
03 Varsinais-Suomen vaalipiiri;5633;Mäkinen;Heikki;Suomen Keskusta;53;M;Varatuomari, jääkiekkoagentti, lampuri;korkeakoulututkinto;,80153656484731;,639219039221489;-,145480174494824;1
02 Uudenmaan vaalipiiri;4229;Mäkinen;Seppo;Suomen Keskusta;62;M;Lasten- ja nuorisopsykiatri sekä psykiatri;korkeakoulututkinto;,212385048220501;,0172993502086924;-,0642426153532925;1
07 Pirkanmaan vaalipiiri;4580;Mäkinen-Aakula;Marjo;Suomen Keskusta;50;F;koordinaattori, maatalousyrittäjä;korkeakoulututkinto;,798144194588238;-,275300787380144;-,213262875837322;1
13 Lapin vaalipiiri;5779;Mäntyniemi;Merja;Suomen Keskusta;53;F;"Lentoemäntä; matkustamon esimies";ammattitutkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5907;Naskali;Nina;Suomen Keskusta;43;F;projektipäällikkö;ylioppilas;,700712160420588;,405770171836495;-,152058465267127;1
11 Keski-Suomen vaalipiiri;4856;Neittaanmäki;Petri;Suomen Keskusta;39;M;yrittäjä;korkeakoulututkinto;,241741475347133;,36776797712981;-,175686794099871;1
06 Hämeen vaalipiiri;5087;Niemelä;Asko;Suomen Keskusta;36;M; ;korkeakoulututkinto;-,232973682191109;-,728974844562781;,0771792918305997;5
10 Vaasan vaalipiiri;6051;Niemi;Anne;Suomen Keskusta;50;F; ;joku muu;,568554456782099;,159864945060546;-,520081855945634;1
12 Oulun vaalipiiri;5057;Nivala;Eija;Suomen Keskusta;48;F;Kirkkoherra;korkeakoulututkinto;,202874562489581;-,359835528056381;-1,03495201428563;1
10 Vaasan vaalipiiri;5853;Nyysti;Tapio;Suomen Keskusta;53;M; ; ;,301725709340248;,0805453757552409;-,784195216103046;1
02 Uudenmaan vaalipiiri;5154;Oehlandt;Eeva;Suomen Keskusta;53;F;Yrittäjä;korkeakoulututkinto; ; ; ; 
11 Keski-Suomen vaalipiiri;6080;Oinonen;Lauri;Suomen Keskusta;67;M;maa- ja metsätalouden harjoittaja, sijaispappi;korkeakoulututkinto;-,173916980576345;,251678605564499;-1,63827222427686;1
12 Oulun vaalipiiri;5751;Ojalehto;Matias;Suomen Keskusta;31;M; ;korkeakoulututkinto;,643233106714008;,738436686207463;-,753318977874978;1
09 Savo-Karjalan vaalipiiri;4953;Olkkonen;Anna;Suomen Keskusta;55;F;koulutussuunnittelija;korkeakoulututkinto;,440315549597064;-,170107416324528;-,0863675502364584;1
07 Pirkanmaan vaalipiiri;5521;Ovaska;Jouni;Suomen Keskusta;28;M;Luokanopettaja, lehtori, KM;korkeakoulututkinto;1,17730638887288;,300056844351434;,0370971311269421;6
09 Savo-Karjalan vaalipiiri;4551;Pahajoki;Juho;Suomen Keskusta;32;M;opettaja;korkeakoulututkinto;1,00416921760571;-,525444243252973;,555648101198271;6
08 Kaakkois-Suomen vaalipiiri;5685;Pakkanen;Antti;Suomen Keskusta;25;M; ;korkeakoulututkinto; ; ; ; 
01 Helsingin vaalipiiri;5194;Pakkanen;Leena;Suomen Keskusta;0;F;toimittaja, esiintymiskouluttaja;korkeakoulututkinto;,272536634998864;-,281507722910553;,776686989903182;4
08 Kaakkois-Suomen vaalipiiri;6024;Pakkanen;Markku;Suomen Keskusta;55;M;Kuljetusyrittäjä;ammattitutkinto;,463037244753024;,135796778633004;-,42912877460753;1
11 Keski-Suomen vaalipiiri;4969;Paloniemi;Aila;Suomen Keskusta;59;F;Kansanedustaja;korkeakoulututkinto;-,45905303076731;-,210162245193347;,191448488584188;5
10 Vaasan vaalipiiri;5002;Paloranta;Johanna;Suomen Keskusta;36;F; ; ;,498925006412262;,65087817151292;-,879989128428644;1
12 Oulun vaalipiiri;6115;Parkkinen;Eeva-Maria;Suomen Keskusta;54;F;Eritysiopettaja;korkeakoulututkinto;,361331958726705;,433398275355132;-,556941386309582;1
12 Oulun vaalipiiri;5177;Parviainen;Ulla;Suomen Keskusta;52;F;rehtori;korkeakoulututkinto;,341196897885628;-,551727119032936;-,221112199760732;1
11 Keski-Suomen vaalipiiri;5621;Pekkarinen;Mauri;Suomen Keskusta;67;M;Kansanedustaja;korkeakoulututkinto;,419424714625813;,504782528039718;-1,30148040212986;1
01 Helsingin vaalipiiri;5869;Peltokorpi;Terhi;Suomen Keskusta;39;F;kansanedustaja, kätilö;korkeakoulututkinto;-,11906114256104;-,514117702513092;-,647257555584901;1
08 Kaakkois-Suomen vaalipiiri;5261;Peltola;Anniina;Suomen Keskusta;30;F;Koulutuspäällikkö;korkeakoulututkinto;,583590213634146;-,253597485471341;,387360762364865;1
04 Satakunnan vaalipiiri;4951;Pietilä;Satu;Suomen Keskusta;33;F;Osastovastaava;korkeakoulututkinto;,491384420489073;,323926478303302;,328783590899598;1
10 Vaasan vaalipiiri;5250;Pirttikoski;Seppo;Suomen Keskusta;0;M; ; ; ; ; ; 
07 Pirkanmaan vaalipiiri;6005;Pirttilahti;Arto;Suomen Keskusta;52;M;kansanedustaja;ammattitutkinto;,648120383250177;,707284173943973;-,45749286841985;1
01 Helsingin vaalipiiri;5883;Porttila;Jari;Suomen Keskusta;0;M; ; ; ; ; ; 
01 Helsingin vaalipiiri;4572;Puska;Pekka;Suomen Keskusta;69;M;professori;korkeakoulututkinto; ; ; ; 
10 Vaasan vaalipiiri;5149;Puumala;Tuomo;Suomen Keskusta;33;M;Kansanedustaja;korkeakoulututkinto; ; ; ; 
12 Oulun vaalipiiri;5431;Pylväs;Juha;Suomen Keskusta;43;M;maaseutuyrittäjä;korkeakoulututkinto;1,36554062231851;,947847021959624;-,059201398449873;6
01 Helsingin vaalipiiri;5028;Päivike;Taru;Suomen Keskusta;42;F;Yrittäjä;korkeakoulututkinto;2,39936452834131;,0989561525019284;,191898144440354;6
08 Kaakkois-Suomen vaalipiiri;5152;Pöyry;Pekka;Suomen Keskusta;37;M;opettaja, yrittäjä;korkeakoulututkinto;,328702469055084;,0545693776780348;-,624471242588596;1
06 Hämeen vaalipiiri;4674;Rahkio;Marjatta;Suomen Keskusta;52;F;eläinlääkäri;korkeakoulututkinto;,549141817885628;-,406065068089024;-,100882099225819;1
03 Varsinais-Suomen vaalipiiri;5508;Raisto-Elo;Tanja;Suomen Keskusta;42;F;sairaanhoitaja; ;-,222222378317135;,801257124431997;-,119594688545531;1
12 Oulun vaalipiiri;5173;Rantakangas;Antti;Suomen Keskusta;51;M;kansanedustaja; ; ; ; ; 
03 Varsinais-Suomen vaalipiiri;5511;Rantala;Jukka;Suomen Keskusta;47;M;Laatujohtaja;korkeakoulututkinto;,538311357845293;,319316474725324;,267453190376369;1
01 Helsingin vaalipiiri;4651;Rantamaula;Ville-Veikko;Suomen Keskusta;34;M;Yksikönjohtaja;korkeakoulututkinto;,360242088444269;-,562580830741421;-,124759535611475;1
08 Kaakkois-Suomen vaalipiiri;5676;Rehn;Merja;Suomen Keskusta;54;F;Tietokirjailija, yrittäjä;korkeakoulututkinto;1,18345955208755;-,524135999747972;-,689838661563228;1
01 Helsingin vaalipiiri;5597;Rehn;Olli;Suomen Keskusta;52;M;Euroopan parlamentin varapuhemies;korkeakoulututkinto; ; ; ; 
06 Hämeen vaalipiiri;5972;Rehula;Juha;Suomen Keskusta;0;M; ; ; ; ; ; 
09 Savo-Karjalan vaalipiiri;5242;Reijonen;Eero;Suomen Keskusta;67;M;rakennusmestari;ammattitutkinto; ; ; ; 
06 Hämeen vaalipiiri;4868;Ristavaara;Heini;Suomen Keskusta;48;F;Johtava sosiaalityöntekijä;korkeakoulututkinto;-,10855226220322;,69688718794584;,354477064088159;2
09 Savo-Karjalan vaalipiiri;5329;Rossi;Markku;Suomen Keskusta;59;M;Kansanedustaja;ylioppilas;,210150595429548;,917660206483499;,359322414707105;1
